Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber,
vox_abcd_before_ee_completion_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_before_ee_completion_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_BEFORE_EE_COMPLETION_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_excerpt_divine_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_excerpt_divine_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,97,97,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXCERPT_DIVINE_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_excerpt_tempest_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_excerpt_tempest_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_voice,zmb_dialog,62,70,97,97,400,1200,1250,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,3d,default,,nonlooping,,1,0,24,200,80,0.35,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXCERPT_TEMPEST_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_keepers_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_keepers_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_KEEPERS_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_keepers_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_keepers_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_KEEPERS_1,no,mature,explicit,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_keepers_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_keepers_1_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_KEEPERS_1_S,no,mature,safe,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_keepers_2,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_keepers_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_KEEPERS_2,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_keepers_3,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_keepers_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_KEEPERS_3,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_keepers_4,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_keepers_4.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_KEEPERS_4,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_shadowman_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_shadowman_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SHADOWMAN_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_shadowman_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_shadowman_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SHADOWMAN_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_shadowman_2,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_shadowman_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SHADOWMAN_2,no,mature,explicit,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_shadowman_2,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_shadowman_2_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SHADOWMAN_2_S,no,mature,safe,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_shadowman_3,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_shadowman_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SHADOWMAN_3,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_summoning_key_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_summoning_key_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SUMMONING_KEY_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_summoning_key_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_summoning_key_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SUMMONING_KEY_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_summoning_key_2,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_summoning_key_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SUMMONING_KEY_2,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_explain_summoning_key_3,,streamed,en\vox\scripted\genesis\vox_gene_abcd_explain_summoning_key_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_EXPLAIN_SUMMONING_KEY_3,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_sophia_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_sophia_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_SOPHIA_0,no,mature,explicit,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_sophia_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_sophia_0_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_SOPHIA_0_S,no,mature,safe,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_sophia_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_sophia_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_SOPHIA_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_trouble_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_trouble_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_TROUBLE_0,no,mature,explicit,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_trouble_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_trouble_0_s.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_TROUBLE_0_S,no,mature,safe,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_trouble_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_trouble_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_TROUBLE_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_maxis_trouble_2,,streamed,en\vox\scripted\genesis\vox_gene_abcd_maxis_trouble_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MAXIS_TROUBLE_2,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_0,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_0.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_0,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_1,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_1.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_1,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_10,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_10.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_10,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_11,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_11.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_11,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_12,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_12.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_12,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_2,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_2.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_2,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
vox_abcd_misc_chastisement_3,,streamed,en\vox\scripted\genesis\vox_gene_abcd_misc_chastisement_3.wav,,,,,,,,BUS_VOICE,grp_voice,snp_claw,zmb_dialog_monty,47,100,86,86,0,10000,10000,allon,default,allon,default,1,reject,8,oldest,0,0,80,90,0,1,no,2d,quad,,nonlooping,,1,0,0,0,0,0,no,yes,,0,GENESIS_VOX_VOX_ABCD_MISC_CHASTISEMENT_3,no,mature,,,,,,,,yes,no,no,0,0,yes,yes,,,,,no,no,no,no,,,,,,,,,,,,,800,3000,,no,yes,no,no,no,no,no,,,,
